"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0005543","MF","GO:0005543","phospholipid binding","25/669","457/22360",0.00295017888728657,0.0724319781982082,0.0621090292060331,"Epn2/Tulp3/Psap/Dab2/Mtss1/Asap1/Bin1/Nsfl1c/Dab1/Pik3c2a/Fchsd2/Ophn1/Snx14/Pxk/Zfyve9/Rubcn/Exoc1/Fermt2/Opa1/Mapkap1/Kif16b/Sh3pxd2b/Plcb1/Agap1/Bbs5",25
"GO:0004407","MF","GO:0004407","histone deacetylase activity","4/669","21/22360",0.00316758997384269,0.0750098349183658,0.064319491798717,"Sirt2/Sirt1/Hdac11/Mta2",4
"GO:0140101","MF","GO:0140101","catalytic activity, acting on a tRNA","10/669","120/22360",0.00326587764391761,0.0750098349183658,0.064319491798717,"Trmt10a/Mettl1/Dus4l/Rpp40/Fars2/Qtrt2/Kars/Trmt5/Mars1/Trpt1",10
"GO:0097110","MF","GO:0097110","scaffold protein binding","8/669","83/22360",0.00338242653639178,0.0752589904347171,0.0645331378653694,"Psap/Fyn/Tcof1/Vim/Src/Nlgn3/Kars/Kif1b",8
"GO:0033558","MF","GO:0033558","protein deacetylase activity","4/669","22/22360",0.00378097190910443,0.0791779999788927,0.0678936132285006,"Sirt2/Sirt1/Hdac11/Mta2",4
"GO:0048156","MF","GO:0048156","tau protein binding","4/669","22/22360",0.00378097190910443,0.0791779999788927,0.0678936132285006,"Fyn/Bin1/Mark2/Apbb1",4
"GO:0019902","MF","GO:0019902","phosphatase binding","15/669","231/22360",0.0042373907367322,0.0862006344158094,0.0739153872873588,"Tsc2/Mast2/Cdc27/Vcan/Ptk2/Shoc2/Vim/Jak1/Pik3r2/Ppp1r16b/Wnk1/Chchd3/Phactr1/Phactr4/Dtnb",15
"GO:0045296","MF","GO:0045296","cadherin binding","7/669","69/22360",0.00450537885169467,0.0875108388674017,0.0750388624232599,"Rtn4/Numb/Ctnnd2/Prom1/Neo1/Ptprm/Ctnna2",7
"GO:0003730","MF","GO:0003730","mRNA 3'-UTR binding","9/669","106/22360",0.00454761381754756,0.0875108388674017,0.0750388624232599,"Celf2/Rbfox1/Hnrnpl/Cpeb4/Fxr1/Ybx3/Larp4b/Tardbp/Hnrnpr",9
"GO:0002162","MF","GO:0002162","dystroglycan binding","3/669","12/22360",0.00479308132073279,0.0884134038927882,0.0758127945857734,"Plec/Agrn/Clasp1",3
"GO:0008276","MF","GO:0008276","protein methyltransferase activity","8/669","88/22360",0.00484286903345328,0.0884134038927882,0.0758127945857734,"Kmt2a/Ezh1/Ezh2/Mettl22/Kmt5b/Kmt5a/Setdb2/Prmt1",8
"GO:0008757","MF","GO:0008757","S-adenosylmethionine-dependent methyltransferase activity","11/669","148/22360",0.00502019471656727,0.0893594659548975,0.07662402462129,"Kmt2a/Trmt10a/Mettl1/Ezh1/Dimt1/Ezh2/Trmt5/Kmt5b/Kmt5a/Setdb2/Prmt1",11
"GO:0017075","MF","GO:0017075","syntaxin-1 binding","4/669","24/22360",0.00523891925915371,0.0909783051833522,0.0780121481465764,"Stxbp2/Sybu/Stxbp1/Myo5a",4
"GO:0008170","MF","GO:0008170","N-methyltransferase activity","8/669","90/22360",0.00554611868884283,0.0940199168203832,0.0806202716673895,"Kmt2a/Ezh1/Dimt1/Ezh2/Kmt5b/Kmt5a/Setdb2/Prmt1",8
"GO:0061630","MF","GO:0061630","ubiquitin protein ligase activity","18/669","309/22360",0.00574659698108175,0.0951529546634932,0.0815918298415524,"Mkrn2/Cul3/Herc4/Mgrn1/Cblb/Nedd4l/Arih1/Ube3a/Rnf165/Trip12/Fbxw7/Ccnc/Nedd4/G2e3/Smurf1/Rnf146/Cop1/Rnf14",18
"GO:0005525","MF","GO:0005525","GTP binding","20/669","359/22360",0.00606280336289736,0.0952702847707862,0.0816924381535423,"Septin1/Eif2b2/Nin/Eif5/Arf4/Rab2b/Septin3/Arl13b/Tuba4a/Dnm1/Rab14/Gnas/Rab6b/Opa1/Dnm3/Rhoj/Arf3/Agap1/Rhog/Ehd2",20
"GO:0016423","MF","GO:0016423","tRNA (guanine) methyltransferase activity","3/669","13/22360",0.00609369659689501,0.0952702847707862,0.0816924381535423,"Trmt10a/Mettl1/Trmt5",3
"GO:0017124","MF","GO:0017124","SH3 domain binding","10/669","132/22360",0.00639883256253704,0.0952702847707862,0.0816924381535423,"Elmo2/Tom1l1/Evl/Asap1/Cblb/Abi2/Dnm1/Arhgap1/Nckipsd/Acp1",10
"GO:0030674","MF","GO:0030674","protein-macromolecule adaptor activity","18/669","313/22360",0.00653710817324353,0.0952702847707862,0.0816924381535423,"Fbxo7/Cbx5/Spag9/Dab2/Epb41l3/Tcof1/Vti1a/Sorbs1/Frmd4a/Abi2/Stx16/Fbxw7/Sh2b1/Ap1g1/Ank2/Ap1g2/Sun2/Ap2a1",18
"GO:0005085","MF","GO:0005085","guanyl-nucleotide exchange factor activity","13/669","197/22360",0.00654678938418345,0.0952702847707862,0.0816924381535423,"Eif2b2/Itsn2/Rab3il1/Ralgps2/Gapvd1/Lamtor2/Dennd5b/Nucb2/Dennd5a/Ralgps1/Rapgef1/Madd/Arhgef1",13
"GO:0047485","MF","GO:0047485","protein N-terminus binding","10/669","133/22360",0.00673939948892607,0.0952702847707862,0.0816924381535423,"Tsc2/Gtf2h2/Plec/Mark2/Stxbp1/Tbl1xr1/Ncor2/Tpm1/Smarce1/Ywhaq",10
"GO:0016278","MF","GO:0016278","lysine N-methyltransferase activity","6/669","57/22360",0.00697634008968996,0.0952702847707862,0.0816924381535423,"Kmt2a/Ezh1/Ezh2/Kmt5b/Kmt5a/Setdb2",6
"GO:0016279","MF","GO:0016279","protein-lysine N-methyltransferase activity","6/669","57/22360",0.00697634008968996,0.0952702847707862,0.0816924381535423,"Kmt2a/Ezh1/Ezh2/Kmt5b/Kmt5a/Setdb2",6
"GO:0045182","MF","GO:0045182","translation regulator activity","10/669","134/22360",0.00709385476973523,0.0952702847707862,0.0816924381535423,"Eif2b2/Cpeb4/Eif5/Eif4a2/Tyms/Fxr1/Eif4g3/Cyfip1/Eif4g1/Samd4b",10
"GO:0008013","MF","GO:0008013","beta-catenin binding","8/669","94/22360",0.00718328321509447,0.0952702847707862,0.0816924381535423,"Apc/Numb/Ctnnd2/Tcf7l2/Tbl1xr1/Tax1bp3/Tcf4/Ctnna2",8
"GO:0005547","MF","GO:0005547","phosphatidylinositol-3,4,5-trisphosphate binding","5/669","41/22360",0.00726761681622859,0.0952702847707862,0.0816924381535423,"Asap1/Fchsd2/Fermt2/Mapkap1/Kif16b",5
"GO:0035091","MF","GO:0035091","phosphatidylinositol binding","16/669","269/22360",0.00735936188538377,0.0952702847707862,0.0816924381535423,"Tulp3/Dab2/Asap1/Pik3c2a/Fchsd2/Snx14/Pxk/Zfyve9/Rubcn/Exoc1/Fermt2/Mapkap1/Kif16b/Sh3pxd2b/Plcb1/Bbs5",16
"GO:0008168","MF","GO:0008168","methyltransferase activity","13/669","201/22360",0.00770095274713417,0.0966750509672118,0.0828969981682182,"Kmt2a/Trmt10a/Mettl1/Ezh1/Dimt1/Tyms/Ezh2/Trmt5/Mettl22/Kmt5b/Kmt5a/Setdb2/Prmt1",13
"GO:0106310","MF","GO:0106310","protein serine kinase activity","15/669","247/22360",0.00773943526001555,0.0966750509672118,0.0828969981682182,"Mast2/Mark3/Nuak2/Tlk2/Sik1/Mark2/Map4k4/Stk17b/Cdc7/Smg1/Cask/Wnk1/Aak1/Taok2/Srpk2",15
"GO:0061659","MF","GO:0061659","ubiquitin-like protein ligase activity","18/669","320/22360",0.00813179460351659,0.0998247889259278,0.0855978379317536,"Mkrn2/Cul3/Herc4/Mgrn1/Cblb/Nedd4l/Arih1/Ube3a/Rnf165/Trip12/Fbxw7/Ccnc/Nedd4/G2e3/Smurf1/Rnf146/Cop1/Rnf14",18
